student_id,subject,grade,quarter
20240710,ESP 4,89,4th
20248365,ESP 4,83,2nd
20248825,ESP 4,81,4th
20245444,ESP 4,84,1st
20246056,ESP 4,87,3rd
20245872,ESP 4,89,1st
20246308,ESP 4,89,4th
20246039,ESP 4,89,3rd
20241380,ESP 4,88,3rd
20241437,ESP 4,80,4th
20244829,ESP 4,85,4th
20248365,ESP 4,83,3rd
20243398,ESP 4,83,1st
20243398,ESP 4,85,4th
20243703,ESP 4,80,1st
20240832,ESP 4,87,3rd
20249483,ESP 4,83,4th
20244098,ESP 4,86,1st
20248825,ESP 4,77,2nd
20240232,ESP 4,87,4th
20240085,ESP 4,88,1st
20247808,ESP 4,84,4th
20248593,ESP 4,83,2nd
20246352,ESP 4,90,1st
20242150,ESP 4,85,2nd
20244940,ESP 4,80,3rd
20245872,ESP 4,95,4th
20249217,ESP 4,89,3rd
20242069,ESP 4,86,2nd
20243933,ESP 4,80,1st
20245444,ESP 4,80,3rd
20240537,ESP 4,91,4th
20246056,ESP 4,86,4th
20243328,ESP 4,86,4th
20243752,ESP 4,79,3rd
20243703,ESP 4,79,2nd
20244940,ESP 4,80,2nd
20245444,ESP 4,83,2nd
20240710,ESP 4,88,2nd
20244722,ESP 4,82,1st
20249135,ESP 4,85,1st
20241437,ESP 4,78,1st
20243562,ESP 4,87,1st
20242619,ESP 4,83,1st
20241380,ESP 4,90,4th
20242150,ESP 4,88,1st
20248593,ESP 4,84,3rd
20243938,ESP 4,89,2nd
20243380,ESP 4,85,2nd
20246352,ESP 4,90,4th
20248952,ESP 4,89,2nd
20249547,ESP 4,85,1st
20242966,ESP 4,87,4th
20248919,ESP 4,81,4th
20243938,ESP 4,87,4th
20249547,ESP 4,86,3rd
20240232,ESP 4,87,1st
20246352,ESP 4,89,3rd
20242619,ESP 4,86,4th
20247557,ESP 4,88,1st
20246039,ESP 4,89,4th
20249217,ESP 4,90,1st
20242619,ESP 4,88,3rd
20242150,ESP 4,86,4th
20248593,ESP 4,81,1st
20247114,ESP 4,88,2nd
20248825,ESP 4,76,1st
20249547,ESP 4,87,2nd
20243328,ESP 4,84,2nd
20245641,ESP 4,89,1st
20244098,ESP 4,84,2nd
20243380,ESP 4,88,4th
20246233,ESP 4,85,4th
20243328,ESP 4,87,3rd
20240232,ESP 4,86,3rd
20249547,ESP 4,88,4th
20249135,ESP 4,86,4th
20244829,ESP 4,86,3rd
20240085,ESP 4,86,3rd
20243933,ESP 4,86,2nd
20243562,ESP 4,85,2nd
20241380,ESP 4,85,1st
20246056,ESP 4,86,2nd
20247557,ESP 4,91,4th
20246308,ESP 4,88,3rd
20240537,ESP 4,88,2nd
20249135,ESP 4,85,3rd
20248952,ESP 4,90,4th
20247808,ESP 4,87,3rd
20244829,ESP 4,85,1st
20246039,ESP 4,87,1st
20249217,ESP 4,90,2nd
20244098,ESP 4,88,3rd
20245641,ESP 4,90,2nd
20243380,ESP 4,84,1st
20243933,ESP 4,83,4th
20249483,Mathematics 4,88,2nd
20243752,Mathematics 4,80,1st
20244722,Mathematics 4,89,3rd
20242069,Mathematics 4,80,4th
20240232,Mathematics 4,86,3rd
20248365,Mathematics 4,81,3rd
20248825,Mathematics 4,82,4th
20244722,Mathematics 4,90,2nd
20240085,Mathematics 4,88,2nd
20241380,Mathematics 4,84,1st
20247808,Mathematics 4,82,2nd
20242966,Mathematics 4,87,2nd
20240832,Mathematics 4,82,3rd
20248365,Mathematics 4,78,1st
20242069,Mathematics 4,81,1st
20249547,Mathematics 4,89,1st
20247557,Mathematics 4,77,4th
20245641,Mathematics 4,87,2nd
20240085,Mathematics 4,88,4th
20243380,Mathematics 4,89,2nd
20248593,Mathematics 4,81,3rd
20249547,Mathematics 4,87,2nd
20244940,Mathematics 4,81,4th
20249217,Mathematics 4,81,4th
20248593,Mathematics 4,80,2nd
20249483,Mathematics 4,90,1st
20245872,Mathematics 4,86,1st
20240537,Mathematics 4,84,2nd
20246233,Mathematics 4,82,1st
20242150,Mathematics 4,89,4th
20242150,Mathematics 4,88,1st
20243933,Mathematics 4,87,2nd
20243398,Mathematics 4,86,2nd
20240232,Mathematics 4,87,2nd
20241380,Mathematics 4,86,4th
20245444,Mathematics 4,84,1st
20241380,Mathematics 4,85,2nd
20249547,Mathematics 4,87,4th
20244722,Mathematics 4,88,4th
20242069,Mathematics 4,80,3rd
20243752,Mathematics 4,81,3rd
20242619,Mathematics 4,92,4th
20243703,Mathematics 4,89,4th
20246039,Mathematics 4,84,1st
20248825,Mathematics 4,84,3rd
20245641,Mathematics 4,84,1st
20240710,Mathematics 4,87,4th
20244098,Mathematics 4,89,3rd
20247114,Mathematics 4,90,1st
20243398,Mathematics 4,86,1st
20243703,Mathematics 4,90,2nd
20241437,Mathematics 4,87,3rd
20244098,Mathematics 4,88,1st
20242619,Mathematics 4,88,3rd
20247557,Mathematics 4,80,3rd
20246352,Mathematics 4,86,2nd
20244940,Mathematics 4,78,2nd
20246233,Mathematics 4,86,3rd
20243562,Mathematics 4,85,2nd
20246056,Mathematics 4,85,1st
20249483,Mathematics 4,92,3rd
20248952,Mathematics 4,84,2nd
20243328,Mathematics 4,80,4th
20249217,Mathematics 4,83,3rd
20240710,Mathematics 4,86,2nd
20249547,Mathematics 4,86,3rd
20243703,Mathematics 4,87,3rd
20243938,Mathematics 4,85,4th
20245444,Mathematics 4,85,3rd
20246352,Mathematics 4,86,1st
20240832,Mathematics 4,80,1st
20242619,Mathematics 4,89,2nd
20246352,Mathematics 4,87,4th
20248593,Mathematics 4,85,4th
20248825,Mathematics 4,82,1st
20248365,Mathematics 4,79,4th
20240710,Mathematics 4,86,1st
20249217,Mathematics 4,85,1st
20246039,Mathematics 4,88,3rd
20248919,Mathematics 4,88,2nd
20249135,Mathematics 4,83,3rd
20240537,Mathematics 4,83,3rd
20246308,Mathematics 4,87,3rd
20240232,Mathematics 4,87,4th
20243328,Mathematics 4,82,3rd
20244722,Mathematics 4,89,1st
20241437,Mathematics 4,85,1st
20243562,Mathematics 4,88,4th
20243933,Mathematics 4,85,4th
20243398,Mathematics 4,87,3rd
20242619,Mathematics 4,89,1st
20246039,Mathematics 4,86,2nd
20243933,Mathematics 4,87,3rd
20243752,Mathematics 4,81,2nd
20249135,Mathematics 4,87,2nd
20244098,Mathematics 4,90,4th
20241380,Mathematics 4,85,3rd
20244940,Mathematics 4,82,3rd
20247114,Mathematics 4,90,3rd
20243562,Mathematics 4,86,3rd
20242966,Mathematics 4,88,3rd
20248919,Mathematics 4,87,1st
20243380,Mathematics 4,90,1st
20240085,Mathematics 4,85,1st
20240085,Mathematics 4,87,3rd
20240537,Mathematics 4,81,1st
20246308,Mathematics 4,88,4th
20248952,Mathematics 4,81,1st
20246308,Mathematics 4,86,2nd
20247557,Mathematics 4,77,2nd
20241437,Mathematics 4,87,4th
20247808,Mathematics 4,79,4th
20244098,Mathematics 4,89,2nd
20243933,Mathematics 4,88,1st
20244940,Mathematics 4,78,1st
20240832,Mathematics 4,78,4th
20247808,Mathematics 4,80,3rd
20244829,Mathematics 4,86,4th
20246056,Mathematics 4,84,2nd
20240537,Mathematics 4,86,4th
20246233,Mathematics 4,85,2nd
20240832,Mathematics 4,79,2nd
20245872,Mathematics 4,88,2nd
20249217,Mathematics 4,83,2nd
20243398,Mathematics 4,88,4th
20249135,Mathematics 4,84,4th
20243938,Mathematics 4,86,3rd
20243938,Mathematics 4,85,1st
20249135,Mathematics 4,85,1st
20245641,Mathematics 4,86,4th
20248825,Mathematics 4,85,2nd
20243328,Mathematics 4,85,1st
20242966,Mathematics 4,87,1st
20243380,Mathematics 4,91,3rd
20243938,Mathematics 4,88,2nd
20243752,Mathematics 4,83,4th
20240232,Mathematics 4,84,1st
20245872,Mathematics 4,85,3rd
20243380,Mathematics 4,91,4th
20244829,Mathematics 4,87,1st
20243328,Mathematics 4,80,2nd
20248952,Mathematics 4,83,3rd
20248952,Mathematics 4,82,4th
20247114,Mathematics 4,91,4th
20245872,Mathematics 4,86,4th
20246056,Mathematics 4,85,4th
20245641,Mathematics 4,87,3rd
20242150,Mathematics 4,87,3rd
20246352,Mathematics 4,89,3rd
20240710,Mathematics 4,88,3rd
20242069,Mathematics 4,81,2nd
20244829,Mathematics 4,85,2nd
20245444,Mathematics 4,88,4th
20242150,Mathematics 4,87,2nd
20242966,Mathematics 4,89,4th
20248919,Mathematics 4,88,4th
20246056,Mathematics 4,88,3rd
20243562,Mathematics 4,84,1st
20243703,Mathematics 4,88,1st
20247808,Mathematics 4,78,1st
20246308,Mathematics 4,85,1st
20246233,Mathematics 4,88,4th
20248593,Mathematics 4,83,1st
20247557,Mathematics 4,79,1st
20246039,Mathematics 4,87,4th
20248365,Mathematics 4,77,2nd
20244829,Mathematics 4,84,3rd
20248919,Mathematics 4,90,3rd
20249483,Mathematics 4,90,4th
20247114,Mathematics 4,91,2nd
20241437,Mathematics 4,85,2nd
20245444,Mathematics 4,85,2nd
20243752,Science 4,84,2nd
20247114,Science 4,82,4th
20243398,Science 4,87,3rd
20242150,Science 4,85,3rd
20248365,Science 4,88,4th
20245444,Science 4,88,2nd
20248919,Science 4,85,1st
20248593,Science 4,89,2nd
20240232,Science 4,86,2nd
20243703,Science 4,88,4th
20248593,Science 4,86,4th
20242966,Science 4,87,2nd
20244940,Science 4,78,3rd
20249483,Science 4,87,4th
20243703,Science 4,89,1st
20241380,Science 4,89,1st
20249547,Science 4,85,4th
20245641,Science 4,81,2nd
20244098,Science 4,89,1st
20243938,Science 4,85,1st
20244722,Science 4,86,4th
20242619,Science 4,89,1st
20247114,Science 4,85,3rd
20242069,Science 4,89,2nd
20241380,Science 4,90,2nd
20243933,Science 4,84,1st
20246039,Science 4,86,3rd
20244098,Science 4,85,2nd
20242069,Science 4,88,4th
20240832,Science 4,84,1st
20243933,Science 4,88,3rd
20243752,Science 4,89,4th
20240832,Science 4,87,2nd
20242966,Science 4,90,3rd
20248593,Science 4,85,1st
20245641,Science 4,83,4th
20244829,Science 4,82,4th
20246039,Science 4,88,4th
20245641,Science 4,80,3rd
20243328,Science 4,89,2nd
20249217,Science 4,84,2nd
20243752,Science 4,86,1st
20247808,Science 4,83,1st
20243398,Science 4,86,1st
20246308,Science 4,89,3rd
20242619,Science 4,82,4th
20241437,Science 4,87,3rd
20245444,Science 4,86,4th
20244098,Science 4,87,4th
20247557,Science 4,84,2nd
20243328,Science 4,89,4th
20248825,Science 4,85,3rd
20243328,Science 4,88,3rd
20248365,Science 4,87,2nd
20242619,Science 4,85,2nd
20245641,Science 4,82,1st
20248825,Science 4,88,2nd
20248952,Science 4,80,3rd
20243328,Science 4,87,1st
20245872,Science 4,89,3rd
20247808,Science 4,84,2nd
20249547,Science 4,84,1st
20240085,Science 4,85,3rd
20249217,Science 4,87,4th
20245444,Science 4,84,1st
20240710,Science 4,86,4th
20240537,Science 4,83,4th
20240232,Science 4,87,1st
20244722,Science 4,87,2nd
20240832,Science 4,89,4th
20242966,Science 4,88,4th
20240085,Science 4,84,1st
20246352,Science 4,87,4th
20244940,Science 4,75,1st
20245872,Science 4,91,4th
20242966,Science 4,89,1st
20249547,Science 4,84,3rd
20240537,Science 4,85,2nd
20248365,Science 4,85,3rd
20249547,Science 4,86,2nd
20249483,Science 4,84,2nd
20248593,Science 4,84,3rd
20242069,Science 4,88,3rd
20242619,Science 4,83,3rd
20242150,Science 4,83,1st
20249135,Science 4,87,3rd
20241437,Science 4,88,4th
20243938,Science 4,88,3rd
20247114,Science 4,84,1st
20246308,Science 4,86,1st
20249135,Science 4,84,2nd
20243933,Science 4,86,2nd
20247557,Science 4,85,3rd
20248919,Science 4,86,4th
20245872,Science 4,87,1st
20243380,Science 4,88,3rd
20247808,Science 4,84,4th
20244722,Science 4,84,1st
20243398,Science 4,89,4th
20246352,Science 4,85,2nd
20241437,Science 4,90,2nd
20240832,Science 4,86,3rd
20249217,Science 4,84,3rd
20243398,Science 4,86,2nd
20242069,Science 4,88,1st
20246233,Science 4,85,2nd
20243703,Science 4,88,2nd
20246352,Science 4,87,1st
20247557,Science 4,84,4th
20240232,Science 4,88,4th
20245872,Science 4,90,2nd
20242150,Science 4,83,4th
20249217,Science 4,86,1st
20246039,Science 4,84,2nd
20246233,Science 4,86,1st
20246056,Science 4,89,4th
20248952,Science 4,86,2nd
20248825,Science 4,89,1st
20240710,Science 4,84,1st
20248919,Science 4,84,2nd
20246233,Science 4,89,3rd
20243938,Science 4,89,2nd
20249135,Science 4,83,1st
20243380,Science 4,89,2nd
20248919,Science 4,86,3rd
20240710,Science 4,85,2nd
20248365,Science 4,80,1st
20246233,Science 4,83,4th
20246308,Science 4,88,4th
20249483,Science 4,82,1st
20244722,Science 4,85,3rd
20243703,Science 4,87,3rd
20244940,Science 4,82,4th
20247114,Science 4,83,2nd
20244098,Science 4,86,3rd
20246039,Science 4,85,1st
20246352,Science 4,88,3rd
20240232,Science 4,88,3rd
20243752,Science 4,89,3rd
20240710,Science 4,85,3rd
20247557,Science 4,83,1st
20243938,Science 4,90,4th
20240085,Science 4,82,2nd
20244940,Science 4,80,2nd
20240537,Science 4,83,3rd
20248952,Science 4,84,1st
20243562,Science 4,83,2nd
20246056,Science 4,89,3rd
20243562,Science 4,81,1st
20241380,Science 4,88,4th
20249483,Science 4,85,3rd
20246056,Science 4,84,1st
20241437,Science 4,91,1st
20243933,Science 4,90,4th
20248825,Science 4,88,4th
20246308,Science 4,87,2nd
20249135,Science 4,86,4th
20241380,Science 4,86,3rd
20240537,Science 4,82,1st
20248952,Science 4,83,4th
20240085,Science 4,84,4th
20242150,Science 4,82,2nd
20243380,Science 4,89,4th
20244829,Science 4,83,3rd
20245444,Science 4,82,3rd
20243562,Science 4,83,4th
20243562,Science 4,84,3rd
20244829,Science 4,81,2nd
20246056,Science 4,82,2nd
20244829,Science 4,81,1st
20243380,Science 4,87,1st
20247808,Science 4,85,3rd
20243398,Filipino 4,85,2nd
20245444,Filipino 4,85,2nd
20246233,Filipino 4,80,4th
20246056,Filipino 4,83,4th
20246352,Filipino 4,85,2nd
20241437,Filipino 4,87,3rd
20243752,Filipino 4,86,3rd
20243398,Filipino 4,87,3rd
20245872,Filipino 4,84,3rd
20248825,Filipino 4,87,4th
20243380,Filipino 4,87,4th
20247808,Filipino 4,80,3rd
20246233,Filipino 4,84,1st
20244722,Filipino 4,83,3rd
20243703,Filipino 4,87,4th
20248919,Filipino 4,87,3rd
20244829,Filipino 4,89,1st
20243562,Filipino 4,84,1st
20248825,Filipino 4,86,2nd
20242619,Filipino 4,83,2nd
20242069,Filipino 4,78,4th
20249135,Filipino 4,81,4th
20240085,Filipino 4,87,2nd
20240232,Filipino 4,86,1st
20244098,Filipino 4,87,2nd
20246233,Filipino 4,83,3rd
20243703,Filipino 4,87,2nd
20240085,Filipino 4,89,4th
20244098,Filipino 4,85,1st
20244829,Filipino 4,90,3rd
20243933,Filipino 4,84,4th
20249547,Filipino 4,86,2nd
20243933,Filipino 4,84,3rd
20245641,Filipino 4,87,1st
20243752,Filipino 4,84,2nd
20249483,Filipino 4,89,4th
20249217,Filipino 4,90,4th
20242966,Filipino 4,90,2nd
20241380,Filipino 4,88,2nd
20249135,Filipino 4,78,1st
20242069,Filipino 4,82,3rd
20243380,Filipino 4,88,3rd
20243328,Filipino 4,86,4th
20246352,Filipino 4,85,1st
20242150,Filipino 4,85,4th
20245444,Filipino 4,86,4th
20243562,Filipino 4,94,4th
20248952,Filipino 4,83,1st
20245444,Filipino 4,87,3rd
20242966,Filipino 4,94,4th
20240710,Filipino 4,85,3rd
20247808,Filipino 4,79,2nd
20240232,Filipino 4,85,3rd
20243752,Filipino 4,87,4th
20245872,Filipino 4,86,4th
20243380,Filipino 4,89,2nd
20248919,Filipino 4,84,1st
20245641,Filipino 4,86,4th
20246233,Filipino 4,85,2nd
20244940,Filipino 4,89,1st
20249547,Filipino 4,85,1st
20244722,Filipino 4,83,4th
20249217,Filipino 4,91,2nd
20240832,Filipino 4,82,1st
20242069,Filipino 4,83,2nd
20244940,Filipino 4,88,2nd
20246352,Filipino 4,85,4th
20246039,Filipino 4,86,1st
20242619,Filipino 4,86,3rd
20240710,Filipino 4,87,4th
20240537,Filipino 4,84,2nd
20243328,Filipino 4,85,1st
20245444,Filipino 4,84,1st
20241437,Filipino 4,88,4th
20249217,Filipino 4,87,1st
20247114,Filipino 4,87,1st
20245641,Filipino 4,85,2nd
20244722,Filipino 4,83,2nd
20248365,Filipino 4,84,1st
20242150,Filipino 4,80,1st
20244098,Filipino 4,86,3rd
20240710,Filipino 4,86,1st
20249483,Filipino 4,82,1st
20240537,Filipino 4,82,4th
20244722,Filipino 4,84,1st
20248593,Filipino 4,80,1st
20242150,Filipino 4,83,2nd
20241437,Filipino 4,89,2nd
20245872,Filipino 4,83,2nd
20249135,Filipino 4,80,2nd
20242966,Filipino 4,89,1st
20249483,Filipino 4,85,3rd
20246039,Filipino 4,87,3rd
20249547,Filipino 4,86,3rd
20247114,Filipino 4,88,2nd
20247114,Filipino 4,93,3rd
20246308,Filipino 4,87,2nd
20242619,Filipino 4,88,4th
20240832,Filipino 4,85,2nd
20242966,Filipino 4,92,3rd
20248952,Filipino 4,86,3rd
20244098,Filipino 4,88,4th
20247557,Filipino 4,90,4th
20243328,Filipino 4,84,3rd
20244940,Filipino 4,88,3rd
20240232,Filipino 4,85,2nd
20246308,Filipino 4,85,1st
20243328,Filipino 4,86,2nd
20244829,Filipino 4,94,4th
20248825,Filipino 4,87,3rd
20243398,Filipino 4,89,1st
20248593,Filipino 4,78,3rd
20240537,Filipino 4,80,3rd
20247557,Filipino 4,89,3rd
20247808,Filipino 4,83,1st
20243938,Filipino 4,86,1st
20240085,Filipino 4,88,3rd
20243562,Filipino 4,94,3rd
20246039,Filipino 4,88,4th
20240832,Filipino 4,85,4th
20248593,Filipino 4,80,4th
20241380,Filipino 4,85,1st
20242150,Filipino 4,82,3rd
20248365,Filipino 4,85,4th
20247114,Filipino 4,95,4th
20240085,Filipino 4,86,1st
20240232,Filipino 4,87,4th
20248365,Filipino 4,85,3rd
20247808,Filipino 4,82,4th
20243703,Filipino 4,89,1st
20247557,Filipino 4,88,1st
20243938,Filipino 4,88,3rd
20241380,Filipino 4,90,4th
20243703,Filipino 4,88,3rd
20243938,Filipino 4,88,4th
20246308,Filipino 4,88,3rd
20244829,Filipino 4,89,2nd
20245641,Filipino 4,86,3rd
20240537,Filipino 4,82,1st
20248825,Filipino 4,87,1st
20248919,Filipino 4,86,2nd
20240832,Filipino 4,87,3rd
20246039,Filipino 4,86,2nd
20248919,Filipino 4,85,4th
20245872,Filipino 4,87,1st
20246056,Filipino 4,83,2nd
20246352,Filipino 4,84,3rd
20246056,Filipino 4,84,3rd
20243938,Filipino 4,88,2nd
20246308,Filipino 4,87,4th
20244940,Filipino 4,87,4th
20249217,Filipino 4,88,3rd
20241437,Filipino 4,90,1st
20243933,Filipino 4,85,2nd
20242069,Filipino 4,85,1st
20249135,Filipino 4,79,3rd
20248365,Filipino 4,84,2nd
20248952,Filipino 4,88,4th
20249483,Filipino 4,84,2nd
20246056,Filipino 4,80,1st
20248952,Filipino 4,84,2nd
20243933,Filipino 4,88,1st
20247557,Filipino 4,86,2nd
20249547,Filipino 4,87,4th
20240710,Filipino 4,85,2nd
20243752,Filipino 4,86,1st
20243562,Filipino 4,96,2nd
20243398,Filipino 4,88,4th
20248593,Filipino 4,77,2nd
20243380,Filipino 4,88,1st
20241380,Filipino 4,87,3rd
20242619,Filipino 4,82,1st
20240537,AP 4,81,3rd
20243938,AP 4,84,1st
20249135,AP 4,85,3rd
20249483,AP 4,90,3rd
20241437,AP 4,83,1st
20248952,AP 4,83,1st
20242150,AP 4,89,3rd
20244940,AP 4,89,3rd
20241437,AP 4,84,2nd
20240832,AP 4,84,2nd
20244098,AP 4,81,4th
20245872,AP 4,80,3rd
20247114,AP 4,85,1st
20243938,AP 4,82,3rd
20243752,AP 4,83,2nd
20244829,AP 4,80,2nd
20247557,AP 4,83,2nd
20248593,AP 4,85,3rd
20242966,AP 4,88,2nd
20246056,AP 4,94,2nd
20249483,AP 4,93,2nd
20247557,AP 4,80,1st
20242069,AP 4,85,2nd
20240232,AP 4,84,1st
20246039,AP 4,88,4th
20244940,AP 4,89,2nd
20240537,AP 4,84,2nd
20249483,AP 4,94,1st
20246233,AP 4,83,1st
20248919,AP 4,83,2nd
20243380,AP 4,85,3rd
20243703,AP 4,84,1st
20243752,AP 4,80,1st
20241380,AP 4,89,1st
20248825,AP 4,87,1st
20246352,AP 4,89,4th
20246233,AP 4,88,3rd
20242966,AP 4,89,1st
20249135,AP 4,84,2nd
20245444,AP 4,85,4th
20245872,AP 4,82,2nd
20249547,AP 4,89,1st
20242150,AP 4,85,1st
20248919,AP 4,87,3rd
20240832,AP 4,84,3rd
20247114,AP 4,81,4th
20248593,AP 4,82,2nd
20241437,AP 4,85,4th
20240232,AP 4,90,4th
20243562,AP 4,79,2nd
20244940,AP 4,92,4th
20247114,AP 4,82,2nd
20243380,AP 4,83,1st
20248952,AP 4,89,4th
20240832,AP 4,86,4th
20243752,AP 4,82,4th
20240232,AP 4,83,2nd
20242069,AP 4,85,1st
20246352,AP 4,88,2nd
20244098,AP 4,84,1st
20243398,AP 4,92,2nd
20247808,AP 4,87,4th
20248825,AP 4,87,2nd
20244722,AP 4,86,4th
20244940,AP 4,88,1st
20247114,AP 4,84,3rd
20249135,AP 4,86,4th
20244829,AP 4,79,3rd
20243562,AP 4,81,3rd
20243933,AP 4,83,4th
20241380,AP 4,87,4th
20246308,AP 4,93,3rd
20249217,AP 4,87,3rd
20240085,AP 4,89,2nd
20245641,AP 4,96,1st
20249135,AP 4,84,1st
20249217,AP 4,86,4th
20245641,AP 4,90,2nd
20246056,AP 4,95,1st
20249217,AP 4,85,2nd
20242966,AP 4,90,4th
20248952,AP 4,85,2nd
20247557,AP 4,79,3rd
20242619,AP 4,85,3rd
20243933,AP 4,80,1st
20248365,AP 4,80,3rd
20242966,AP 4,89,3rd
20240085,AP 4,88,4th
20249483,AP 4,90,4th
20244829,AP 4,79,4th
20241380,AP 4,86,3rd
20240710,AP 4,84,2nd
20240537,AP 4,87,4th
20246056,AP 4,95,3rd
20246308,AP 4,92,2nd
20246308,AP 4,93,4th
20242619,AP 4,86,2nd
20243398,AP 4,92,3rd
20243933,AP 4,83,2nd
20248919,AP 4,84,1st
20246039,AP 4,84,1st
20243398,AP 4,93,4th
20247808,AP 4,85,2nd
20249547,AP 4,90,2nd
20243328,AP 4,93,3rd
20249217,AP 4,86,1st
20243328,AP 4,91,1st
20242619,AP 4,85,1st
20248365,AP 4,77,1st
20244722,AP 4,85,1st
20242069,AP 4,89,4th
20243562,AP 4,83,1st
20241380,AP 4,84,2nd
20244098,AP 4,83,3rd
20245641,AP 4,87,4th
20244722,AP 4,88,3rd
20240710,AP 4,85,3rd
20246039,AP 4,85,2nd
20248365,AP 4,80,4th
20240710,AP 4,82,4th
20243938,AP 4,79,2nd
20243328,AP 4,91,2nd
20242150,AP 4,88,4th
20243703,AP 4,86,2nd
20240537,AP 4,82,1st
20246056,AP 4,95,4th
20240710,AP 4,84,1st
20248825,AP 4,88,3rd
20245872,AP 4,83,1st
20246039,AP 4,87,3rd
20240232,AP 4,85,3rd
20247557,AP 4,78,4th
20244829,AP 4,82,1st
20248919,AP 4,88,4th
20246352,AP 4,89,3rd
20247808,AP 4,84,1st
20243380,AP 4,87,4th
20240085,AP 4,89,3rd
20249547,AP 4,93,3rd
20243703,AP 4,89,3rd
20242069,AP 4,86,3rd
20241437,AP 4,84,3rd
20248365,AP 4,79,2nd
20248952,AP 4,85,3rd
20244098,AP 4,84,2nd
20243398,AP 4,90,1st
20248825,AP 4,89,4th
20244722,AP 4,84,2nd
20246233,AP 4,84,2nd
20243562,AP 4,77,4th
20245872,AP 4,81,4th
20243933,AP 4,84,3rd
20245444,AP 4,75,1st
20245444,AP 4,81,3rd
20245444,AP 4,78,2nd
20246233,AP 4,87,4th
20243938,AP 4,82,4th
20247808,AP 4,84,3rd
20240085,AP 4,83,1st
20249547,AP 4,94,4th
20246308,AP 4,91,1st
20245641,AP 4,90,3rd
20243380,AP 4,85,2nd
20242619,AP 4,85,4th
20243328,AP 4,95,4th
20248593,AP 4,85,4th
20248593,AP 4,81,1st
20243703,AP 4,88,4th
20242150,AP 4,85,2nd
20240832,AP 4,82,1st
20246352,AP 4,86,1st
20243752,AP 4,84,3rd
20241380,MAPEH 4,85,1st
20242150,MAPEH 4,89,3rd
20243703,MAPEH 4,88,2nd
20249217,MAPEH 4,88,2nd
20248825,MAPEH 4,88,4th
20245641,MAPEH 4,84,2nd
20241437,MAPEH 4,85,2nd
20240232,MAPEH 4,86,4th
20242150,MAPEH 4,87,2nd
20240832,MAPEH 4,83,4th
20241437,MAPEH 4,86,3rd
20240832,MAPEH 4,85,3rd
20248825,MAPEH 4,88,2nd
20243398,MAPEH 4,82,1st
20242966,MAPEH 4,85,3rd
20246352,MAPEH 4,90,4th
20247114,MAPEH 4,88,3rd
20248593,MAPEH 4,91,3rd
20246233,MAPEH 4,88,2nd
20243562,MAPEH 4,88,3rd
20249135,MAPEH 4,81,1st
20240232,MAPEH 4,89,3rd
20240085,MAPEH 4,90,1st
20249483,MAPEH 4,81,3rd
20243562,MAPEH 4,86,2nd
20240710,MAPEH 4,86,1st
20249483,MAPEH 4,79,1st
20246039,MAPEH 4,89,2nd
20247114,MAPEH 4,89,1st
20247808,MAPEH 4,87,3rd
20246352,MAPEH 4,89,3rd
20240537,MAPEH 4,85,2nd
20249483,MAPEH 4,79,2nd
20242150,MAPEH 4,85,1st
20242069,MAPEH 4,84,3rd
20249483,MAPEH 4,82,4th
20242069,MAPEH 4,87,4th
20241380,MAPEH 4,87,2nd
20248593,MAPEH 4,89,1st
20248919,MAPEH 4,88,3rd
20249547,MAPEH 4,88,4th
20240085,MAPEH 4,91,2nd
20243752,MAPEH 4,83,4th
20247808,MAPEH 4,88,4th
20245872,MAPEH 4,80,1st
20244940,MAPEH 4,88,3rd
20246308,MAPEH 4,89,3rd
20243380,MAPEH 4,80,2nd
20245444,MAPEH 4,83,2nd
20246233,MAPEH 4,90,4th
20244722,MAPEH 4,90,4th
20245641,MAPEH 4,88,4th
20243380,MAPEH 4,82,3rd
20244829,MAPEH 4,89,2nd
20242966,MAPEH 4,88,4th
20243933,MAPEH 4,96,4th
20244098,MAPEH 4,89,4th
20249135,MAPEH 4,86,4th
20240832,MAPEH 4,82,1st
20243933,MAPEH 4,94,3rd
20243328,MAPEH 4,87,4th
20243703,MAPEH 4,87,1st
20249135,MAPEH 4,83,2nd
20248365,MAPEH 4,83,2nd
20248919,MAPEH 4,89,2nd
20240537,MAPEH 4,85,1st
20247557,MAPEH 4,83,1st
20240085,MAPEH 4,91,4th
20246233,MAPEH 4,86,1st
20245641,MAPEH 4,82,1st
20244940,MAPEH 4,89,2nd
20247557,MAPEH 4,84,2nd
20245641,MAPEH 4,86,3rd
20242619,MAPEH 4,86,2nd
20243933,MAPEH 4,93,1st
20244722,MAPEH 4,86,1st
20248952,MAPEH 4,85,1st
20243328,MAPEH 4,86,3rd
20241380,MAPEH 4,88,3rd
20244940,MAPEH 4,86,1st
20245444,MAPEH 4,81,1st
20245444,MAPEH 4,86,3rd
20243933,MAPEH 4,93,2nd
20240710,MAPEH 4,87,2nd
20248825,MAPEH 4,89,1st
20243328,MAPEH 4,86,2nd
20248919,MAPEH 4,86,4th
20249217,MAPEH 4,86,4th
20243752,MAPEH 4,85,3rd
20247557,MAPEH 4,84,3rd
20244098,MAPEH 4,85,2nd
20242069,MAPEH 4,83,1st
20243380,MAPEH 4,83,4th
20243938,MAPEH 4,81,2nd
20242150,MAPEH 4,90,4th
