grade_section,gwa,remarks
GRADE 4 - SAPPHIRE,79,FAIRLY SATISFACTORY
GRADE 4 - SAPPHIRE,88,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,76,FAIRLY SATISFACTORY
GRADE 4 - SAPPHIRE,76,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,79,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,84,SATISFACTORY
GRADE 4 - TOPAZ,85,VERY SATISFACTORY
GRADE 4 - TOPAZ,81,SATISFACTORY
GRADE 4 - TOPAZ,78,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,79,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,84,SATISFACTORY
GRADE 4 - TOPAZ,85,VERY SATISFACTORY
GRADE 4 - TOPAZ,80,SATISFACTORY
GRADE 4 - TOPAZ,84,SATISFACTORY
GRADE 4 - TOPAZ,79,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,81,SATISFACTORY
GRADE 4 - TOPAZ,85,VERY SATISFACTORY
GRADE 4 - TOPAZ,78,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,78,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,78,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,79,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,83,SATISFACTORY
GRADE 4 - TOPAZ,78,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,85,VERY SATISFACTORY
GRADE 4 - TOPAZ,84,SATISFACTORY
GRADE 4 - TOPAZ,90,OUTSTANDING
GRADE 4 - TOPAZ,85,VERY SATISFACTORY
GRADE 4 - TOPAZ,81,SATISFACTORY
GRADE 4 - TOPAZ,80,SATISFACTORY
GRADE 4 - TOPAZ,83,SATISFACTORY
GRADE 4 - TOPAZ,85,VERY SATISFACTORY
GRADE 4 - TOPAZ,83,SATISFACTORY
GRADE 4 - TOPAZ,83,SATISFACTORY
GRADE 4 - TOPAZ,86,VERY SATISFACTORY
GRADE 4 - TOPAZ,82,SATISFACTORY
GRADE 4 - TOPAZ,82,SATISFACTORY
GRADE 4 - TOPAZ,84,SATISFACTORY
GRADE 4 - TOPAZ,83,SATISFACTORY
GRADE 4 - TOPAZ,87,VERY SATISFACTORY
GRADE 4 - TOPAZ,86,VERY SATISFACTORY
GRADE 4 - TOPAZ,93,OUTSTANDING
GRADE 4 - TOPAZ,81,SATISFACTORY
GRADE 4 - TOPAZ,81,SATISFACTORY
GRADE 4 - TOPAZ,85,VERY SATISFACTORY
GRADE 4 - TOPAZ,86,VERY SATISFACTORY
GRADE 4 - TOPAZ,80,SATISFACTORY
GRADE 5 - CAMIA,77,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,84,SATISFACTORY
GRADE 5 - CAMIA,84,SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,80,SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,86,VERY SATISFACTORY
GRADE 5 - CAMIA,83,SATISFACTORY
GRADE 5 - CAMIA,83,SATISFACTORY
GRADE 5 - CAMIA,86,VERY SATISFACTORY
GRADE 5 - CAMIA,78,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,77,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,77,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,80,SATISFACTORY
GRADE 5 - CAMIA,83,SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,76,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,87,VERY SATISFACTORY
GRADE 5 - CAMIA,76,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,78,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,91,OUTSTANDING
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,86,VERY SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,84,SATISFACTORY
GRADE 5 - CAMIA,83,SATISFACTORY
GRADE 5 - CAMIA,83,SATISFACTORY
GRADE 5 - CAMIA,90,OUTSTANDING
GRADE 5 - CAMIA,79,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,84,SATISFACTORY
GRADE 5 - CAMIA,80,SATISFACTORY
GRADE 5 - CAMIA,84,SATISFACTORY
GRADE 5 - CAMIA,85,VERY SATISFACTORY
GRADE 5 - CAMIA,87,VERY SATISFACTORY
GRADE 5 - CAMIA,87,VERY SATISFACTORY
GRADE 5 - CAMIA,85,VERY SATISFACTORY
GRADE 5 - CAMIA,88,VERY SATISFACTORY
GRADE 5 - CAMIA,79,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,77,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,77,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,87,VERY SATISFACTORY
GRADE 5 - ROSAL,82,SATISFACTORY
GRADE 5 - ROSAL,80,SATISFACTORY
GRADE 5 - ROSAL,80,SATISFACTORY
GRADE 5 - ROSAL,82,SATISFACTORY
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,84,SATISFACTORY
GRADE 5 - ROSAL,80,SATISFACTORY
GRADE 5 - ROSAL,83,SATISFACTORY
GRADE 5 - ROSAL,78,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,79,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,80,SATISFACTORY
GRADE 5 - ROSAL,76,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,80,SATISFACTORY
GRADE 5 - ROSAL,82,SATISFACTORY
GRADE 5 - ROSAL,77,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,84,SATISFACTORY
GRADE 5 - ROSAL,82,SATISFACTORY
GRADE 5 - ROSAL,77,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,82,SATISFACTORY
GRADE 5 - ROSAL,91,OUTSTANDING
GRADE 5 - ROSAL,81,SATISFACTORY
GRADE 5 - ROSAL,78,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,77,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,80,SATISFACTORY
GRADE 5 - ROSAL,76,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,81,SATISFACTORY
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,83,SATISFACTORY
GRADE 5 - ROSAL,86,VERY SATISFACTORY
GRADE 5 - ROSAL,85,VERY SATISFACTORY
GRADE 5 - ROSAL,82,SATISFACTORY
GRADE 5 - ROSAL,91,OUTSTANDING
GRADE 5 - ROSAL,81,SATISFACTORY
GRADE 5 - ROSAL,76,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,86,VERY SATISFACTORY
GRADE 5 - ROSAL,89,VERY SATISFACTORY
GRADE 5 - ROSAL,85,VERY SATISFACTORY
GRADE 5 - ROSAL,81,SATISFACTORY
GRADE 5 - ROSAL,82,SATISFACTORY
GRADE 5 - ROSAL,86,VERY SATISFACTORY
GRADE 5 - ROSAL,90,OUTSTANDING
GRADE 5 - ROSE,86,VERY SATISFACTORY
GRADE 5 - ROSE,81,SATISFACTORY
GRADE 5 - ROSE,85,VERY SATISFACTORY
GRADE 5 - ROSE,77,FAIRLY SATISFACTORY
GRADE 5 - ROSE,78,FAIRLY SATISFACTORY
GRADE 5 - ROSE,76,FAIRLY SATISFACTORY
GRADE 5 - ROSE,90,OUTSTANDING
GRADE 5 - ROSE,80,SATISFACTORY
GRADE 5 - ROSE,85,VERY SATISFACTORY
GRADE 5 - ROSE,83,SATISFACTORY
GRADE 5 - ROSE,84,SATISFACTORY
GRADE 5 - ROSE,89,VERY SATISFACTORY
GRADE 5 - ROSE,78,FAIRLY SATISFACTORY
GRADE 5 - ROSE,84,SATISFACTORY
GRADE 5 - ROSE,80,SATISFACTORY
GRADE 5 - ROSE,79,FAIRLY SATISFACTORY
GRADE 5 - ROSE,83,SATISFACTORY
GRADE 5 - ROSE,83,SATISFACTORY
GRADE 5 - ROSE,90,OUTSTANDING
GRADE 5 - ROSE,88,VERY SATISFACTORY
GRADE 5 - ROSE,85,VERY SATISFACTORY
GRADE 5 - ROSE,77,FAIRLY SATISFACTORY
GRADE 5 - ROSE,86,VERY SATISFACTORY
GRADE 5 - ROSE,79,FAIRLY SATISFACTORY
GRADE 5 - ROSE,84,SATISFACTORY
GRADE 5 - ROSE,87,VERY SATISFACTORY
GRADE 5 - ROSE,83,SATISFACTORY
GRADE 5 - ROSE,83,SATISFACTORY
GRADE 5 - ROSE,85,VERY SATISFACTORY
GRADE 5 - ROSE,81,SATISFACTORY
GRADE 5 - ROSE,83,SATISFACTORY
GRADE 5 - ROSE,79,FAIRLY SATISFACTORY
GRADE 5 - ROSE,80,SATISFACTORY
GRADE 5 - ROSE,92,OUTSTANDING
GRADE 5 - ROSE,78,FAIRLY SATISFACTORY
GRADE 5 - ROSE,90,OUTSTANDING
GRADE 5 - ROSE,85,VERY SATISFACTORY
GRADE 5 - ROSE,80,SATISFACTORY
GRADE 5 - ROSE,88,VERY SATISFACTORY
GRADE 5 - TULIPS,79,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,85,VERY SATISFACTORY
GRADE 5 - TULIPS,84,SATISFACTORY
GRADE 5 - TULIPS,84,SATISFACTORY
GRADE 5 - TULIPS,83,SATISFACTORY
GRADE 5 - TULIPS,85,VERY SATISFACTORY
GRADE 5 - TULIPS,80,SATISFACTORY
GRADE 5 - TULIPS,83,SATISFACTORY
GRADE 5 - TULIPS,82,SATISFACTORY
GRADE 5 - TULIPS,76,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,80,SATISFACTORY
GRADE 5 - TULIPS,83,SATISFACTORY
GRADE 5 - TULIPS,80,SATISFACTORY
GRADE 5 - TULIPS,91,OUTSTANDING
GRADE 5 - TULIPS,84,SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,78,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,82,SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,84,SATISFACTORY
GRADE 5 - TULIPS,84,SATISFACTORY
GRADE 5 - TULIPS,86,VERY SATISFACTORY
GRADE 5 - TULIPS,90,OUTSTANDING
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,85,VERY SATISFACTORY
GRADE 5 - TULIPS,86,VERY SATISFACTORY
GRADE 5 - TULIPS,87,VERY SATISFACTORY
GRADE 5 - TULIPS,84,SATISFACTORY
GRADE 5 - TULIPS,76,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,82,SATISFACTORY
GRADE 5 - TULIPS,84,SATISFACTORY
GRADE 5 - TULIPS,88,VERY SATISFACTORY
GRADE 5 - TULIPS,82,SATISFACTORY
GRADE 5 - TULIPS,79,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,88,VERY SATISFACTORY
GRADE 6 - CHARITY,86,VERY SATISFACTORY
GRADE 6 - CHARITY,83,SATISFACTORY
GRADE 6 - CHARITY,83,SATISFACTORY
GRADE 6 - CHARITY,82,SATISFACTORY
GRADE 6 - CHARITY,84,SATISFACTORY
GRADE 6 - CHARITY,82,SATISFACTORY
GRADE 6 - CHARITY,94,OUTSTANDING
GRADE 6 - CHARITY,79,FAIRLY SATISFACTORY
GRADE 6 - CHARITY,88,VERY SATISFACTORY
GRADE 6 - CHARITY,80,SATISFACTORY
GRADE 6 - CHARITY,86,VERY SATISFACTORY
GRADE 6 - CHARITY,89,VERY SATISFACTORY
GRADE 6 - CHARITY,85,VERY SATISFACTORY
GRADE 6 - CHARITY,91,OUTSTANDING
GRADE 6 - CHARITY,85,VERY SATISFACTORY
GRADE 6 - CHARITY,83,SATISFACTORY
GRADE 6 - CHARITY,80,SATISFACTORY
GRADE 6 - CHARITY,94,OUTSTANDING
GRADE 6 - CHARITY,79,FAIRLY SATISFACTORY
GRADE 6 - CHARITY,82,SATISFACTORY
GRADE 6 - CHARITY,79,FAIRLY SATISFACTORY
GRADE 6 - CHARITY,86,VERY SATISFACTORY
GRADE 6 - CHARITY,86,VERY SATISFACTORY
GRADE 6 - CHARITY,78,FAIRLY SATISFACTORY
GRADE 6 - CHARITY,83,SATISFACTORY
GRADE 6 - CHARITY,81,SATISFACTORY
GRADE 6 - CHARITY,81,SATISFACTORY
GRADE 6 - CHARITY,90,OUTSTANDING
GRADE 6 - CHARITY,85,VERY SATISFACTORY
GRADE 6 - CHARITY,85,VERY SATISFACTORY
GRADE 6 - CHARITY,87,VERY SATISFACTORY
GRADE 6 - CHARITY,84,SATISFACTORY
GRADE 6 - CHARITY,82,SATISFACTORY
GRADE 6 - CHARITY,77,FAIRLY SATISFACTORY
GRADE 6 - CHARITY,88,VERY SATISFACTORY
GRADE 6 - HONESTY,83,SATISFACTORY
GRADE 6 - HONESTY,87,VERY SATISFACTORY
GRADE 6 - HONESTY,82,SATISFACTORY
GRADE 6 - HONESTY,86,VERY SATISFACTORY
GRADE 6 - HONESTY,77,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,81,SATISFACTORY
GRADE 6 - HONESTY,84,SATISFACTORY
GRADE 6 - HONESTY,81,SATISFACTORY
GRADE 6 - HONESTY,84,SATISFACTORY
GRADE 6 - HONESTY,81,SATISFACTORY
GRADE 6 - HONESTY,84,SATISFACTORY
GRADE 6 - HONESTY,76,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,93,OUTSTANDING
GRADE 6 - HONESTY,87,VERY SATISFACTORY
GRADE 6 - HONESTY,79,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,83,SATISFACTORY
GRADE 6 - HONESTY,80,SATISFACTORY
GRADE 6 - HONESTY,90,OUTSTANDING
GRADE 6 - HONESTY,82,SATISFACTORY
GRADE 6 - HONESTY,80,SATISFACTORY
GRADE 6 - HONESTY,78,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,79,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,86,VERY SATISFACTORY
GRADE 6 - HONESTY,81,SATISFACTORY
GRADE 6 - HONESTY,85,VERY SATISFACTORY
GRADE 6 - HONESTY,83,SATISFACTORY
GRADE 6 - HONESTY,91,OUTSTANDING
GRADE 6 - HONESTY,81,SATISFACTORY
GRADE 6 - HONESTY,85,VERY SATISFACTORY
GRADE 6 - HONESTY,78,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,84,SATISFACTORY
GRADE 6 - HONESTY,77,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,84,SATISFACTORY
GRADE 6 - HONESTY,85,VERY SATISFACTORY
GRADE 6 - HONESTY,79,FAIRLY SATISFACTORY
GRADE 6 - HONESTY,81,SATISFACTORY
GRADE 6 - HONESTY,86,VERY SATISFACTORY
GRADE 6 - HONESTY,80,SATISFACTORY
GRADE 6 - HONESTY,83,SATISFACTORY
GRADE 6 - INTEGRITY,82,SATISFACTORY
GRADE 6 - INTEGRITY,85,VERY SATISFACTORY
GRADE 6 - INTEGRITY,79,FAIRLY SATISFACTORY
GRADE 6 - INTEGRITY,82,SATISFACTORY
GRADE 6 - INTEGRITY,78,FAIRLY SATISFACTORY
GRADE 6 - INTEGRITY,93,OUTSTANDING
GRADE 6 - INTEGRITY,84,SATISFACTORY
GRADE 6 - INTEGRITY,87,VERY SATISFACTORY
GRADE 6 - INTEGRITY,88,VERY SATISFACTORY
GRADE 6 - INTEGRITY,85,VERY SATISFACTORY
GRADE 6 - INTEGRITY,88,VERY SATISFACTORY
GRADE 6 - INTEGRITY,82,SATISFACTORY
GRADE 6 - INTEGRITY,83,SATISFACTORY
GRADE 6 - INTEGRITY,81,SATISFACTORY
GRADE 6 - INTEGRITY,80,SATISFACTORY
GRADE 6 - INTEGRITY,83,SATISFACTORY
GRADE 6 - INTEGRITY,83,SATISFACTORY
GRADE 6 - INTEGRITY,85,VERY SATISFACTORY
GRADE 6 - INTEGRITY,78,FAIRLY SATISFACTORY
GRADE 6 - INTEGRITY,86,VERY SATISFACTORY
GRADE 6 - INTEGRITY,88,VERY SATISFACTORY
GRADE 6 - INTEGRITY,82,SATISFACTORY
GRADE 6 - INTEGRITY,80,SATISFACTORY
GRADE 6 - INTEGRITY,84,SATISFACTORY
GRADE 6 - INTEGRITY,87,VERY SATISFACTORY
GRADE 6 - INTEGRITY,88,VERY SATISFACTORY
GRADE 6 - INTEGRITY,83,SATISFACTORY
GRADE 6 - INTEGRITY,84,SATISFACTORY
GRADE 6 - INTEGRITY,81,SATISFACTORY
GRADE 6 - INTEGRITY,85,VERY SATISFACTORY
GRADE 6 - INTEGRITY,80,SATISFACTORY
GRADE 6 - INTEGRITY,83,SATISFACTORY
GRADE 6 - INTEGRITY,77,FAIRLY SATISFACTORY
GRADE 6 - INTEGRITY,86,VERY SATISFACTORY
GRADE 6 - INTEGRITY,85,VERY SATISFACTORY
GRADE 6 - LOYALTY,79,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,86,VERY SATISFACTORY
GRADE 6 - LOYALTY,81,SATISFACTORY
GRADE 6 - LOYALTY,78,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,81,SATISFACTORY
GRADE 6 - LOYALTY,81,SATISFACTORY
GRADE 6 - LOYALTY,78,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,85,VERY SATISFACTORY
GRADE 6 - LOYALTY,81,SATISFACTORY
GRADE 6 - LOYALTY,77,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,89,VERY SATISFACTORY
GRADE 6 - LOYALTY,82,SATISFACTORY
GRADE 6 - LOYALTY,83,SATISFACTORY
GRADE 6 - LOYALTY,81,SATISFACTORY
GRADE 6 - LOYALTY,78,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,85,VERY SATISFACTORY
GRADE 6 - LOYALTY,79,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,81,SATISFACTORY
GRADE 6 - LOYALTY,87,VERY SATISFACTORY
GRADE 6 - LOYALTY,85,VERY SATISFACTORY
GRADE 6 - LOYALTY,90,OUTSTANDING
GRADE 6 - LOYALTY,80,SATISFACTORY
GRADE 6 - LOYALTY,80,SATISFACTORY
GRADE 6 - LOYALTY,80,SATISFACTORY
GRADE 6 - LOYALTY,82,SATISFACTORY
GRADE 6 - LOYALTY,91,OUTSTANDING
GRADE 6 - LOYALTY,85,VERY SATISFACTORY
GRADE 6 - LOYALTY,82,SATISFACTORY
GRADE 6 - LOYALTY,82,SATISFACTORY
GRADE 6 - LOYALTY,84,SATISFACTORY
GRADE 6 - LOYALTY,83,SATISFACTORY
GRADE 6 - LOYALTY,87,VERY SATISFACTORY
GRADE 6 - LOYALTY,85,VERY SATISFACTORY
GRADE 6 - LOYALTY,81,SATISFACTORY
GRADE 6 - LOYALTY,88,VERY SATISFACTORY
GRADE 6 - LOYALTY,87,VERY SATISFACTORY
GRADE 6 - LOYALTY,83,SATISFACTORY
GRADE 6 - SINCERITY,84,SATISFACTORY
GRADE 6 - SINCERITY,86,VERY SATISFACTORY
GRADE 6 - SINCERITY,85,VERY SATISFACTORY
GRADE 6 - SINCERITY,81,SATISFACTORY
GRADE 6 - SINCERITY,79,FAIRLY SATISFACTORY
GRADE 6 - SINCERITY,78,FAIRLY SATISFACTORY
GRADE 6 - SINCERITY,80,SATISFACTORY
GRADE 6 - SINCERITY,80,SATISFACTORY
GRADE 6 - SINCERITY,88,VERY SATISFACTORY
GRADE 6 - SINCERITY,86,VERY SATISFACTORY
GRADE 6 - SINCERITY,91,OUTSTANDING
GRADE 6 - SINCERITY,93,OUTSTANDING
GRADE 6 - SINCERITY,82,SATISFACTORY
GRADE 6 - SINCERITY,83,SATISFACTORY
GRADE 6 - SINCERITY,83,SATISFACTORY
GRADE 6 - SINCERITY,82,SATISFACTORY
GRADE 6 - SINCERITY,78,FAIRLY SATISFACTORY
GRADE 6 - SINCERITY,85,VERY SATISFACTORY
GRADE 6 - SINCERITY,83,SATISFACTORY
GRADE 6 - SINCERITY,90,OUTSTANDING
GRADE 6 - SINCERITY,82,SATISFACTORY
GRADE 6 - SINCERITY,88,VERY SATISFACTORY
GRADE 6 - SINCERITY,79,FAIRLY SATISFACTORY
GRADE 6 - SINCERITY,83,SATISFACTORY
GRADE 6 - SINCERITY,78,FAIRLY SATISFACTORY
GRADE 6 - SINCERITY,83,SATISFACTORY
GRADE 6 - SINCERITY,79,FAIRLY SATISFACTORY
GRADE 6 - SINCERITY,83,SATISFACTORY
GRADE 6 - SINCERITY,90,OUTSTANDING
GRADE 6 - SINCERITY,77,FAIRLY SATISFACTORY
GRADE 6 - SINCERITY,87,VERY SATISFACTORY
GRADE 6 - SINCERITY,82,SATISFACTORY
GRADE 6 - SINCERITY,84,SATISFACTORY
GRADE 6 - SINCERITY,85,VERY SATISFACTORY
GRADE 6 - SINCERITY,84,SATISFACTORY
GRADE 6 - SINCERITY,80,SATISFACTORY
GRADE 6 - SINCERITY,89,VERY SATISFACTORY
GRADE 6 - SINCERITY,84,SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,83,SATISFACTORY
GRADE 1 - APPLE,80,SATISFACTORY
GRADE 1 - APPLE,81,SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,77,FAIRLY SATISFACTORY
GRADE 1 - APPLE,86,VERY SATISFACTORY
GRADE 1 - APPLE,84,SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,83,SATISFACTORY
GRADE 1 - APPLE,77,FAIRLY SATISFACTORY
GRADE 1 - APPLE,79,FAIRLY SATISFACTORY
GRADE 1 - APPLE,81,SATISFACTORY
GRADE 1 - APPLE,86,VERY SATISFACTORY
GRADE 1 - APPLE,83,SATISFACTORY
GRADE 1 - APPLE,85,VERY SATISFACTORY
GRADE 1 - APPLE,77,FAIRLY SATISFACTORY
GRADE 1 - APPLE,81,SATISFACTORY
GRADE 1 - APPLE,81,SATISFACTORY
GRADE 1 - APPLE,83,SATISFACTORY
GRADE 1 - APPLE,83,SATISFACTORY
GRADE 1 - APPLE,84,SATISFACTORY
GRADE 1 - APPLE,84,SATISFACTORY
GRADE 1 - APPLE,81,SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,78,FAIRLY SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,79,FAIRLY SATISFACTORY
GRADE 1 - APPLE,81,SATISFACTORY
GRADE 1 - APPLE,86,VERY SATISFACTORY
GRADE 1 - APPLE,81,SATISFACTORY
GRADE 1 - BANANA,82,SATISFACTORY
GRADE 1 - BANANA,85,VERY SATISFACTORY
GRADE 1 - BANANA,80,SATISFACTORY
GRADE 1 - BANANA,70,DID NOT MEET EXPECTATIONS
GRADE 1 - BANANA,78,FAIRLY SATISFACTORY
GRADE 1 - BANANA,83,SATISFACTORY
GRADE 1 - BANANA,77,FAIRLY SATISFACTORY
GRADE 1 - BANANA,78,FAIRLY SATISFACTORY
GRADE 1 - BANANA,83,SATISFACTORY
GRADE 1 - BANANA,79,FAIRLY SATISFACTORY
GRADE 1 - BANANA,76,FAIRLY SATISFACTORY
GRADE 1 - BANANA,81,SATISFACTORY
GRADE 1 - BANANA,82,SATISFACTORY
GRADE 1 - BANANA,77,FAIRLY SATISFACTORY
GRADE 1 - BANANA,78,FAIRLY SATISFACTORY
GRADE 1 - BANANA,77,FAIRLY SATISFACTORY
GRADE 1 - BANANA,81,SATISFACTORY
GRADE 1 - BANANA,81,SATISFACTORY
GRADE 1 - BANANA,82,SATISFACTORY
GRADE 1 - BANANA,79,FAIRLY SATISFACTORY
GRADE 1 - BANANA,78,FAIRLY SATISFACTORY
GRADE 1 - BANANA,78,FAIRLY SATISFACTORY
GRADE 1 - BANANA,78,FAIRLY SATISFACTORY
GRADE 1 - BANANA,80,SATISFACTORY
GRADE 1 - BANANA,88,VERY SATISFACTORY
GRADE 1 - BANANA,77,FAIRLY SATISFACTORY
GRADE 1 - BANANA,82,SATISFACTORY
GRADE 1 - BANANA,81,SATISFACTORY
GRADE 1 - BANANA,80,SATISFACTORY
GRADE 1 - BANANA,87,VERY SATISFACTORY
GRADE 1 - BANANA,88,VERY SATISFACTORY
GRADE 1 - BANANA,83,SATISFACTORY
GRADE 1 - BANANA,83,SATISFACTORY
GRADE 1 - GRAPES,77,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,79,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,78,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,75,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,82,SATISFACTORY
GRADE 1 - GRAPES,78,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,79,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,81,SATISFACTORY
GRADE 1 - GRAPES,77,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,76,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,77,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,82,SATISFACTORY
GRADE 1 - GRAPES,76,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,78,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,84,SATISFACTORY
GRADE 1 - GRAPES,78,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,79,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,82,SATISFACTORY
GRADE 1 - GRAPES,78,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,84,SATISFACTORY
GRADE 1 - GRAPES,76,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,82,SATISFACTORY
GRADE 1 - GRAPES,86,VERY SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,78,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,84,SATISFACTORY
GRADE 1 - MANGO,78,FAIRLY SATISFACTORY
GRADE 1 - MANGO,77,FAIRLY SATISFACTORY
GRADE 1 - MANGO,79,FAIRLY SATISFACTORY
GRADE 1 - MANGO,78,FAIRLY SATISFACTORY
GRADE 1 - MANGO,77,FAIRLY SATISFACTORY
GRADE 1 - MANGO,82,SATISFACTORY
GRADE 1 - MANGO,77,FAIRLY SATISFACTORY
GRADE 1 - MANGO,79,FAIRLY SATISFACTORY
GRADE 1 - MANGO,77,FAIRLY SATISFACTORY
GRADE 1 - MANGO,87,VERY SATISFACTORY
GRADE 1 - MANGO,78,FAIRLY SATISFACTORY
GRADE 1 - MANGO,76,FAIRLY SATISFACTORY
GRADE 1 - MANGO,77,FAIRLY SATISFACTORY
GRADE 1 - MANGO,88,VERY SATISFACTORY
GRADE 1 - MANGO,77,FAIRLY SATISFACTORY
GRADE 1 - MANGO,78,FAIRLY SATISFACTORY
GRADE 1 - MANGO,77,FAIRLY SATISFACTORY
GRADE 1 - MANGO,83,SATISFACTORY
